Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
Malta,MLT,2018,YR2018,..,..,..,..,..,14,..,..,87,0.72,..,..,..,27090,40.98336417,236718,95.98872375,93.00997162,94.50318909,99.05695343,99.30071259,17.1,101.8508987,105.1923065,103.5776367,..,..,1.005059958,..,106.6741714,..,107.0479126,..,106.3279419,..,107.2667389,..,107.3589096,..,107.1791077,..,59.25175858,68.76969147,..,3.5,3.77,3.66,..
Malta,MLT,2019,YR2019,..,..,..,..,..,14,..,..,160,0.72,..,..,..,28340,41.90346594,249860,..,..,..,..,..,..,107.8021393,108.7677689,108.3026276,..,..,..,..,106.6061783,..,107.03759,..,106.2069016,..,108.0291824,..,108.1661987,..,107.8990173,..,64.87290955,76.1880188,..,3.61,3.24,3.4,..
Marshall Islands,MHL,2017,YR2017,..,..,..,..,..,439,..,..,80,48,83,..,..,4390,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,2018,YR2018,..,..,..,..,..,918,..,..,80,101,91,..,..,4780,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,2019,YR2019,..,..,..,..,..,483,..,..,80,53,..,..,..,5010,..,..,..,..,..,..,..,..,77.01452637,77.56654358,77.29624939,9.611289978,..,..,..,79.55570221,..,78.08496094,..,80.96469116,..,63.94496918,..,66.36425018,..,61.62865829,..,25.82278061,27.40300941,..,..,..,..,..
Mauritania,MRT,2017,YR2017,..,..,..,..,55.48778751,97,..,20105,59,18,77,..,..,1500,30.84078007,1157889,43.35438919,63.74855042,53.49758911,70.9363327,63.94781113,..,72.091362,67.40194702,69.71430969,..,..,0.800159991,..,96.65904236,77.82357,99.80764008,79.92064,93.59745026,75.78444,32.56554031,28.18691,32.6304512,28.5148,32.50244904,27.86818,4.999120235,3.331150055,..,11.59,9.78,10.34,..
Mauritania,MRT,2018,YR2018,..,..,..,..,39.4146497,93,..,30609,59,18,81,..,..,1580,30.9403682,1196744,..,..,..,..,..,..,79.6911087,72.51891327,76.05602264,..,..,..,..,99.89176178,79.5744,102.752449,80.85963,97.11083984,78.32501,36.8339119,30.97658,37.14017868,31.72382,36.53606033,30.24987,5.002089977,3.500479937,..,11.51,9.63,10.22,..
Mauritania,MRT,2019,YR2019,..,..,..,..,..,89,..,..,62,16,..,..,..,1660,31.091029,1234266,..,..,..,..,..,..,80.36560059,65.65380096,72.909729,1.893730044,..,..,..,100.4086304,..,103.5470734,..,97.35915375,..,39.40896988,..,40.44672012,..,38.39942932,..,5.763249874,4.360280037,..,11.52,9.5,10.13,..
Mauritius,MUS,2017,YR2017,..,..,..,..,..,12,..,..,80,1.6,88,..,..,10980,38.94011225,608121,..,..,..,..,..,10.3,97.93852234,98.45160675,98.20008087,5.02312994,..,..,..,101.525238,95.80694,102.4352188,..,100.6492691,..,95.72241211,84.54626,99.07660675,87.69854,92.49040222,81.50882,40.59603882,47.45722961,..,10.05,4.65,6.75,..
Mauritius,MUS,2018,YR2018,..,..,..,..,..,13,..,..,80,1.2,81,..,..,12270,39.30427921,605789,89.36637878,93.35735321,91.32539368,98.7379837,99.04203033,..,101.9052505,99.71878815,100.7911835,4.834589958,..,1.006189942,..,101.1075974,94.80512,102.4856873,..,99.78083038,..,95.09619904,84.30832,97.7666626,87.0561,92.52626038,81.66395,41.5999794,..,..,9.53,4.42,6.43,..
Mauritius,MUS,2019,YR2019,..,..,..,..,..,12,..,..,80,1.5,..,..,..,12900,39.64761198,606150,..,..,..,..,..,..,100.9483719,96.1689682,98.51373291,4.719299793,..,..,..,99.52056122,..,100.8117599,..,98.27747345,..,97.12110138,..,98.28923798,..,95.99768829,..,44.39152908,..,..,9.42,4.35,6.36,..
Mexico,MEX,2017,YR2017,..,..,..,..,0.278231521,23,..,736,80,1.6,77,..,..,8920,37.40909858,55135552,94.16575623,95.87236786,94.97277832,99.08129883,99.12468719,..,104.3209686,103.8832779,104.0978394,4.518219948,..,1.000880003,..,105.7700119,95.30064,106.0346909,..,105.516571,..,104.3850327,81.15596,108.219902,82.50117,100.6593628,79.84907,40.22895813,40.62316895,..,3.6,3.31,3.42,..
Mexico,MEX,2018,YR2018,..,..,..,..,0.300159537,23,..,803,80,1.5,76,..,..,9180,37.69979125,56255842,94.60804749,96.23290253,95.37991333,99.24864197,99.31845093,41.9,102.6292801,101.8975372,102.2558899,4.254429817,..,1.001410007,..,105.0280685,..,105.3607101,..,104.709877,..,105.103363,..,109.5876083,..,100.7587128,..,41.52280045,42.30899811,..,3.43,3.2,3.28,..
Mexico,MEX,2019,YR2019,..,..,..,..,..,23,..,..,80,1.4,..,..,..,9480,38.48873994,57839046,..,..,..,..,..,..,103.2503433,101.7138596,102.465538,..,..,..,..,104.6558228,..,105.1412582,..,104.191803,..,104.6472397,..,109.5373993,..,99.92178345,..,42.83069992,43.99684906,..,3.52,3.46,3.48,..
"Micronesia, Fed. Sts.",FSM,2017,YR2017,..,..,..,..,..,156,..,..,80,17,88,..,..,3450,..,..,..,..,..,..,..,..,90.00868988,83.33332825,86.59313202,12.41641998,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2018,YR2018,..,..,..,..,..,108,..,..,80,12,93,..,..,3400,..,..,..,..,..,..,..,..,93.17788696,88.21576691,90.6474762,9.697050095,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,2019,YR2019,..,..,..,..,..,100,..,..,80,11,..,..,..,4010,..,..,..,..,..,..,..,..,87.66066742,89.22055817,88.45343018,..,..,..,..,96.80560303,..,94.73007965,..,98.80378723,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,2017,YR2017,..,..,..,..,3.954450137,31,..,..,76,2.7,87,..,..,7135.045496,20.66784075,147970904,75.10578918,87.37286377,81.52539825,95.47107697,93.59565735,..,89.36663055,92.46807098,90.95591736,4.255970001,..,0.959510028,..,104.1342316,93.45803,102.5082474,91.80524,105.6802063,95.0295,80.36347961,72.42314,78.21453857,70.24928,82.41256714,74.51229,41.01504898,41.7503891,..,18.5316342,8.076054266,10.23865123,..
Middle East & North Africa,MEA,2018,YR2018,..,..,..,..,4.427398093,31,..,..,76,2.7,87,..,..,7257.604862,20.00748748,149585663,72.35565948,85.08522034,78.98143005,91.96372986,89.9019928,..,89.93669891,92.83412933,91.42218018,..,..,0.953740001,..,104.2576599,93.71546,102.7234573,92.14038,105.7151871,95.21183,80.95443726,72.89887,79.12351227,70.76348,82.6990509,74.94981,41.39707184,42.8967514,..,17.85185813,7.801944368,9.812974314,..
Middle East & North Africa,MEA,2019,YR2019,..,..,..,..,..,30,..,..,75,2.6,..,..,..,7374.014955,19.93423298,152425651,72.77185059,85.32794189,79.31014252,92.13291931,90.1192627,..,91.0609436,94.06169128,92.59996033,..,..,0.95490998,..,104.4307632,..,103.0477905,..,105.7435989,..,81.650383,..,79.79051208,..,83.42201996,..,41.5007782,43.35058975,..,17.67899358,7.585425743,9.596827105,..
Middle East & North Africa (excluding high income),MNA,2017,YR2017,..,..,..,..,4.331216894,35,..,..,75,2.9,87,..,..,3700.911261,20.58034738,115386443,72.59703064,85.37145233,79.03476715,94.94911957,92.85199738,..,87.42553711,91.17768097,89.34996796,..,..,0.954959989,..,104.4766312,93.08121,102.5579605,91.12317,106.298233,94.94019,77.2336731,70.16223,75.20989227,67.83487,79.16369629,72.39826,38.57540894,38.66057968,..,20.8752884,9.713014411,12.0119329,..
Middle East & North Africa (excluding high income),MNA,2018,YR2018,..,..,..,..,4.851971294,34,..,..,75,2.9,87,..,..,3517.391358,19.73770506,116483299,69.41900635,82.49794006,75.96434021,90.9124527,88.64759064,..,88.70948792,92.13363647,90.4656601,..,..,0.949140012,..,104.6111679,93.41539,102.772377,91.52754,106.356369,95.20715,77.66459656,70.61009,75.79042816,68.33189,79.45057678,72.79815,39.02114868,39.76840973,..,20.06596292,9.386994976,11.49505909,..
Middle East & North Africa (excluding high income),MNA,2019,YR2019,..,..,..,..,..,33,..,..,75,2.8,..,..,..,3385.481767,19.66836707,118579057,69.88861084,82.7857132,76.34240723,91.11885071,88.90773773,..,90.01441193,93.59844208,91.852211,..,..,0.950410008,..,104.7413406,..,103.0294037,..,106.3655167,..,78.3447113,..,76.5796814,..,80.02558899,..,38.7771492,39.8675499,..,19.78212357,9.11770672,11.21442686,..
Middle East & North Africa (IDA & IBRD countries),TMN,2017,YR2017,..,..,..,..,4.331216894,..,..,..,..,..,..,..,..,3698.150417,20.59037467,114196464,72.34259796,85.22058868,78.83197784,94.87734222,92.74819946,..,87.20181274,91.039711,89.17035675,..,..,0.954240024,..,104.5400085,93.05634,102.6008835,91.07688,106.380867,94.93548,76.98074341,69.79347,74.82202148,67.3266,79.03909302,72.1625,38.49536133,38.41659927,..,20.65790917,9.588685337,11.86950544,..
Middle East & North Africa (IDA & IBRD countries),TMN,2018,YR2018,..,..,..,..,4.851971294,..,..,..,..,..,..,..,..,3509.243371,19.73647395,115269288,69.12255859,82.31231689,75.72257996,90.77905273,88.47711945,..,88.56102753,92.05988312,90.35562897,..,..,0.948230028,..,104.6797104,93.3991,102.8186264,91.48722,106.4458923,95.21351,77.40840149,70.25002,75.39607239,67.83314,79.32563019,72.57012,38.93780136,39.53617096,..,19.83516127,9.250233787,11.33955539,..
Middle East & North Africa (IDA & IBRD countries),TMN,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,3374.540727,19.6616488,117303088,69.59021759,82.60043335,76.09990692,90.98847198,88.74066162,..,89.8967514,93.55876923,91.77465057,..,..,0.949509978,..,104.8212585,..,103.0904312,..,106.4632034,..,78.07689667,..,76.17825317,..,79.88462067,..,38.70547104,39.64146042,..,19.54242518,8.986023339,11.06077537,..
Middle income,MIC,2017,YR2017,..,..,..,..,35.63185389,155,..,..,62,19,85,..,..,4914.560896,37.15505002,2535088387,82.16377258,89.90853882,86.05455017,94.25847626,93.16340637,..,91.95043182,91.69780731,91.81916046,4.091020107,..,0.975989997,..,104.7358322,90.02743,105.9463882,89.1338,103.6165924,90.85276,75.93023682,67.9526,76.11267853,68.53343,75.76177979,67.41774,35.12321091,37.14580917,..,5.814395312,5.484888769,5.605851353,..
Middle income,MIC,2018,YR2018,..,..,..,..,34.93144225,151,..,..,68,18,84,..,..,5254.562096,37.10707696,2559541976,82.26000214,89.8914032,86.08866119,94.09664154,93.08412933,..,92.08685303,91.99069214,92.03665161,3.979744911,..,0.977680027,..,101.3478012,90.26697,100.9734726,89.23946,101.6941376,91.21682,76.8915863,68.12466,77.20314789,68.61016,76.60398102,67.67818,35.80672836,38.07997131,..,5.663234226,5.401692568,5.498468704,..
Middle income,MIC,2019,YR2019,..,..,..,..,..,148,..,..,72,18,..,..,..,5522.714799,37.11058399,2586759915,82.65685272,90.10964966,86.39626312,94.27436829,93.3320694,..,92.40679169,92.12700653,92.26100159,3.85898006,..,0.97924,..,101.4508972,..,101.0973587,..,101.7784271,..,77.28974915,..,77.6947937,..,76.91609955,..,36.91627884,39.55319977,..,5.741760001,5.475262439,5.575174042,..
Moldova,MDA,2017,YR2017,..,..,..,..,..,95,..,..,87,6.2,81,..,..,3330,48.87559901,982034,..,..,..,..,..,..,106.6627426,107.5451965,107.1186523,5.618440151,..,..,..,103.54245,86.50643,102.9105072,85.95203,104.1384506,87.0249,108.4870377,77.85475,108.1314774,77.78425,108.8221664,77.9212,54.73007965,61.89028931,..,3.34,4.82,4.1,..
Moldova,MDA,2018,YR2018,..,..,..,..,..,86,..,..,87,5.9,85,..,..,3920,48.43421523,880485,..,..,..,..,..,..,100.8288269,102.3279114,101.6021194,5.439730167,..,..,..,103.1631927,86.31417,102.2800064,86.19406,104.0022964,86.42633,109.2263718,77.95594,108.8306732,77.59551,109.5987167,78.29615,55.77304077,63.48577118,..,3.13,5.04,4.11,..
Moldova,MDA,2019,YR2019,..,..,..,..,..,80,..,..,87,4.9,..,..,..,4580,48.55875068,929853,..,..,..,..,..,25.2,99.50668335,104.8501434,102.2195587,6.104579926,..,..,..,104.8319168,..,102.2813492,..,107.2736588,..,109.0824127,..,108.2482224,..,109.8681717,..,56.27151108,64.52076721,..,4.35,5.8,5.1,..
Monaco,MCO,2017,YR2017,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.457929969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,2018,YR2018,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,2019,YR2019,..,..,..,..,..,0,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.152660012,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,2017,YR2017,..,..,..,..,..,428,..,..,32,11,91,..,..,3230,45.56921438,1306766,..,..,..,..,..,..,90.45368195,92.53926086,91.50743866,4.088590145,..,..,..,102.9340897,97.86929,101.7597733,..,104.0825806,..,..,..,..,..,..,..,64.16362,75.31887817,..,5.64,6.96,6.36,..
Mongolia,MNG,2018,YR2018,76,..,71,58.2,..,428,..,..,29,10,91,..,..,3630,44.26566968,1334951,98.64888763,98.18601227,98.42311859,98.19000244,98.62999725,28.4,101.8847809,101.6767502,101.7796478,6.173019886,..,1.008980036,..,104.0403595,97.69756,102.7896194,..,105.263092,..,..,..,..,..,..,..,65.59544373,76.65812683,..,4.81,5.83,5.38,..
Mongolia,MNG,2019,YR2019,..,..,..,..,..,428,..,..,31,10,..,..,..,3790,45.06901227,1405185,..,..,..,..,..,..,106.212677,108.7190704,107.4794998,4.940889835,..,..,..,103.416008,..,102.3207626,..,104.4862823,..,91.50335693,..,91.86466217,..,91.14893341,..,68.75351715,82.0072937,..,4.75,5.77,5.31,..
Montenegro,MNE,2017,YR2017,..,..,..,..,..,14,..,..,87,0.2,87,..,..,7410,44.14565124,271388,..,..,..,..,..,23.8,90.78562164,89.78507996,90.26088715,..,..,..,..,98.11321259,95.71483,98.11672211,96.08448,98.1100235,95.37896,89.92160034,89.33592,90.54160309,90.02813,89.35489655,88.70322,58.18561935,66.11125183,..,16.95,15.38,16.07,..
Montenegro,MNE,2018,YR2018,..,..,..,..,..,15,..,..,87,0.2,95,..,..,8450,43.61782777,277006,98.27134705,99.45046997,98.84718323,99.23000336,99.11000061,24.5,94.32662201,94.61537933,94.47805786,..,..,0.997380018,..,100.0025482,96.54847,97.59094238,..,102.1977997,..,89.87782288,89.07485,90.52429962,89.75502,89.28851318,88.45482,56.08097076,64.91356659,..,15.1,15.24,15.18,..
Montenegro,MNE,2019,YR2019,..,..,..,..,..,15,..,..,87,0.2,..,..,..,9070,44.0378819,282668,..,..,..,..,..,..,97.38095093,97.43096924,97.40717316,..,..,..,..,100.6333771,..,100.6420288,..,100.6254883,..,90.08804321,..,90.96469879,..,89.29067993,..,54.17481995,62.40800095,..,15.69,14.68,15.12,..
Morocco,MAR,2017,YR2017,..,..,..,..,0,100,..,0,87,8.1,88,..,..,2880,24.12829169,11742460,..,..,..,..,..,..,93.51541901,92.37348175,92.92952728,..,..,..,..,112.4021606,96.89422,109.7799225,96.96158,114.8836975,96.83048,79.86486816,63.46699,75.33222198,63.17838,84.17910004,63.7417,33.78467941,33.2909584,..,10.71,8.7,9.19,..
Morocco,MAR,2018,YR2018,..,..,..,..,0,99,..,0,87,8,88,..,..,3090,24.21548668,11914871,64.59137726,83.30135345,73.75000763,98.04000092,97.73000336,..,94.4017334,92.83505249,93.59745789,..,..,0.993470013,..,113.8765793,99.09904,111.5132523,..,116.1127014,..,80.22619629,64.4924,76.58119202,64.49911,83.69786835,64.48602,35.93592834,35.69778061,..,10.56,8.61,9.08,..
Morocco,MAR,2019,YR2019,..,..,..,..,..,97,..,..,87,7.9,..,..,..,3200,24.28025749,12084530,..,..,..,..,..,..,97.70501709,96.59670258,97.13572693,..,..,..,..,114.764679,..,112.7294083,..,116.6914063,..,81.18557739,..,78.17822266,..,84.05059814,..,38.54533005,39.05136108,..,10.47,8.54,9.01,..
Mozambique,MOZ,2017,YR2017,..,..,..,..,326.3972814,361,..,9892601,83,22,90,..,..,470,52.23572258,12372018,50.29513931,72.59944916,60.65542984,77.26016998,70.9124527,..,44.05524063,50.24938965,47.14291,5.505559921,..,0.847649992,..,107.8132477,89.87354,103.6261978,88.22894,112.0003281,91.51815,35.40671921,..,33.44512177,..,37.39253998,..,7.122710228,6.341790199,..,3.5,3.09,3.31,..
Mozambique,MOZ,2018,YR2018,..,32.7,..,..,305.3587351,361,40.6,10304472,87,19,93,72.7,33.4,460,52.24761153,12771958,..,..,..,..,..,..,48.80506897,55.1837883,51.98764038,5.452189922,..,..,..,112.6049805,93.92934,108.4134521,92.4766,116.7903519,95.37994,..,..,..,..,..,..,7.312550068,6.533639908,..,3.45,3.01,3.24,..
Mozambique,MOZ,2019,YR2019,..,..,..,..,..,361,..,..,88,19,..,..,..,490,52.25936134,13188550,..,..,..,..,..,..,51.2865715,58.17911911,54.7286911,6.229990005,..,..,..,116.3811417,..,112.3746109,..,120.3764496,..,..,..,..,..,..,..,..,..,..,3.5,2.85,3.19,..
Myanmar,MMR,2017,YR2017,..,..,..,..,3.800648668,355,..,85019,69,50,87,..,..,1200,40.59131593,24285867,..,..,..,..,..,24.8,..,..,..,2.087680101,..,..,..,112.2236481,97.66256,109.1186981,..,115.2916489,..,64.28489685,59.62371,67.10822296,62.02187,61.47914124,57.24047,..,..,..,2.04,1.23,1.56,..
Myanmar,MMR,2018,YR2018,..,..,..,..,3.404073238,338,..,76518,76,39,88,..,..,1280,41.02671176,24691818,..,..,..,..,..,..,94.77941895,96.01347351,95.39961243,1.922889948,..,..,..,112.3066711,97.93192,109.7360611,..,114.8463135,..,68.43682098,64.05857,71.29753113,66.63893,65.59649658,61.49661,18.81594086,21.98386955,..,1.05,0.74,0.87,..
Myanmar,MMR,2019,YR2019,..,..,..,..,..,322,..,..,77,36,..,..,..,1360,40.22126098,24188088,86.26860809,92.39292908,89.06994629,95.27066803,95.41512299,..,..,..,..,1.974210024,..,1.002949953,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.59,0.44,0.5,..
Namibia,NAM,2017,YR2017,..,..,..,..,46.74943185,565,..,54268,63,64,86,..,..,4620,48.66429281,904577,..,..,..,..,..,..,..,..,85.36904907,9.759980202,..,..,..,124.1791687,97.34142,121.8387527,..,126.5262527,..,..,..,..,..,..,..,22.88816071,30.2642498,..,21.53,21.61,21.57,..
Namibia,NAM,2018,YR2018,..,..,..,..,26.70559625,524,..,30567,61,64,86,..,..,4950,49.30870975,911484,91.43643188,91.62741852,91.52726746,94.10936737,95.16490173,..,96.91571808,91.24179077,94.08621979,8.988050461,..,1.021720052,..,124.2483902,97.48892,122.1357422,..,126.3666763,..,..,..,..,..,..,..,24.10160065,31.85479927,..,18.59,21.13,19.88,..
Namibia,NAM,2019,YR2019,..,..,..,..,..,486,..,..,64,57,..,..,..,5180,49.24811145,934580,..,..,..,..,..,..,..,..,93.3026123,9.480409622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.53,20.94,19.75,..
Nauru,NRU,2017,YR2017,..,..,..,..,..,98,..,..,87,8,78,..,..,12370,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,2018,YR2018,..,..,..,..,..,54,..,..,87,4.4,100,..,..,14320,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,2019,YR2019,..,..,..,..,..,182,..,..,87,15,..,..,..,16630,..,..,..,..,..,..,..,..,107.627121,126.0504227,116.8776398,..,..,..,..,121.7049179,..,120.9762497,..,122.4250336,..,96.70417786,..,98.38968658,..,95.02407837,..,..,..,..,..,..,..,..
Nepal,NPL,2017,YR2017,84.9,..,61.4,37,0.386973842,253,..,623,45,63,91,..,..,990,56.00585268,15596270,..,..,..,..,..,..,125.3845215,118.1073074,121.7222672,4.76722002,..,..,..,143.9195404,96.33409,145.2117004,..,142.6274109,..,74.0772934,57.51369,76.77661896,58.58795,71.4365387,56.46276,11.59123039,11.64118004,..,2.86,3.12,2.97,..
Nepal,NPL,2018,YR2018,..,..,..,..,0.439941866,245,..,493,46,60,91,..,..,1120,55.95658548,16094061,59.72443008,78.59133911,67.90843201,94.03427887,92.39380646,..,..,..,..,4.43445015,..,0.966489971,..,..,..,..,..,..,..,..,..,..,..,..,..,12.41086006,12.82444954,..,2.75,3.09,2.9,..
Nepal,NPL,2019,YR2019,..,..,..,..,..,238,..,..,46,58,..,..,..,1230,55.77130342,16612859,..,..,..,..,..,..,123.2130203,117.6645432,120.4473419,..,..,..,..,142.1434631,96.2984,143.4533691,..,140.8256836,..,80.17991638,61.87253,83.02429962,62.81848,77.3730011,60.93904,13.32682991,13.68988037,..,2.73,3,2.85,..
Netherlands,NLD,2017,YR2017,..,..,..,..,..,5.2,..,..,87,0.14,87,..,..,47110,46.18386014,9110882,..,..,..,..,..,13.3,..,..,..,5.17509985,..,..,..,104.2296219,98.64765,104.2221222,99.08544,104.2367096,98.23325,135.575119,93.16439,136.5169067,93.74044,134.6818695,92.61802,84.98045349,90.91986847,..,5.26,4.48,4.84,..
Netherlands,NLD,2018,YR2018,..,..,..,..,..,5.3,..,..,87,0.14,86,..,..,51250,46.19242829,9228664,..,..,..,..,..,13.2,..,..,..,5.357649803,..,..,..,105.2210312,..,105.1696167,..,105.2697067,..,134.2794342,..,135.008316,..,133.5884247,..,87.09784698,92.85855103,..,3.96,3.72,3.83,..
Netherlands,NLD,2019,YR2019,..,..,..,..,..,5,..,..,87,0.14,..,..,..,53180,46.3616219,9374012,..,..,..,..,..,13.6,..,..,..,..,..,..,..,106.0958176,..,106.1001434,..,106.0917206,..,134.3587341,..,135.1502838,..,133.6087189,..,..,..,..,3.36,3.4,3.38,..
New Caledonia,NCL,2017,YR2017,..,..,..,..,..,14,..,..,87,1.2,35,..,..,..,45.66369668,131875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.31,14.1,15.11,..
New Caledonia,NCL,2018,YR2018,..,..,..,..,..,15,..,..,87,1.2,..,..,..,..,45.64838235,132445,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.51,14.3,15.31,..
New Caledonia,NCL,2019,YR2019,..,..,..,..,..,9.4,..,..,87,0.77,..,..,..,..,45.63489378,132975,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.71,14.39,15.45,..
New Zealand,NZL,2017,YR2017,..,..,..,..,..,7.4,..,..,87,0.44,82,..,..,38910,47.39463136,2708657,..,..,..,..,..,..,..,..,..,6.259739876,..,..,..,99.97476196,99.11677,100.1974335,..,99.76509857,..,114.5900421,96.86035,118.2182999,97.71525,111.1290512,96.04486,82.03321838,97.17176056,..,5.21,4.25,4.7,..
New Zealand,NZL,2018,YR2018,..,..,..,..,..,7.3,..,..,87,0.44,84,..,..,41680,47.59627645,2756619,..,..,..,..,..,..,..,..,..,6.048500061,..,..,..,101.0714188,..,101.3811569,..,100.7791367,..,114.6388321,..,118.1604309,..,111.274971,..,82.98303223,99.13540649,..,4.47,4.15,4.3,..
New Zealand,NZL,2019,YR2019,..,..,..,..,..,7.5,..,..,87,0.44,..,..,..,42870,47.89140353,2787494,..,..,..,..,..,..,..,..,..,..,..,..,..,101.6776962,..,101.7622223,..,101.5976868,..,123.1441803,..,126.5099487,..,119.930809,..,80.30255127,97.55529022,..,4.38,3.79,4.07,..
Nicaragua,NIC,2017,YR2017,..,..,..,..,4.975272544,44,..,10949,80,2.6,86,..,..,2030,39.04161439,2953738,..,..,..,..,..,..,..,..,..,4.357689857,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.49,3.18,3.3,..
