Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
Latin America & Caribbean,LCN,2017,YR2017,..,..,..,..,6.910309392,43,..,..,82,2.8,76,..,..,8291.867578,41.52328333,304279438,93.25437927,94.19429779,93.70874786,98.28347015,98.47007751,..,98.78243256,98.50417328,98.64655304,4.421764851,..,1.003829956,..,108.915802,93.65373,107.9259109,93.87033,109.8647995,93.44609,95.96761322,77.36148,98.0225296,78.93313,93.98621368,75.84558,51.91173172,58.82315063,..,9.570622177,7.029050931,8.083543187,..
Latin America & Caribbean,LCN,2018,YR2018,..,..,..,..,6.735049137,43,..,..,82,2.7,75,..,..,8614.013895,41.734591,309379815,93.44924164,94.30992889,93.86865997,98.35691071,98.54553223,..,98.17243195,97.91947174,98.05426025,4.254429817,..,1.00383997,..,108.5020065,93.71661,107.6710663,93.8643,109.2985001,93.57476,97.51641846,77.50429,99.6914978,79.07735,95.41777802,75.98675,53.05139923,60.11856079,..,9.455084214,6.887530682,7.956345209,..
Latin America & Caribbean,LCN,2019,YR2019,..,..,..,..,..,43,..,..,82,2.6,..,..,..,8718.16442,41.98765796,314694254,93.89594269,94.71642303,94.29450989,98.40753937,98.59455872,..,98.29325867,97.85610962,98.08473206,4.042769909,..,1.003829956,..,108.1769714,..,107.1752777,..,109.1423569,..,97.66618347,..,100.265831,..,95.17349243,..,54.1273613,61.62987137,..,9.543110613,6.860413848,7.986166722,..
Latin America & Caribbean (excluding high income),LAC,2017,YR2017,..,..,..,..,3.807206419,44,..,..,82,2.8,76,..,..,7949.162404,41.59050629,278105771,93.09552765,94.07730103,93.57028198,98.27999878,98.47377777,..,99.25431061,98.97337341,99.11219025,4.437954903,..,1.003970027,..,109.9910812,93.74894,109.0235214,93.9758,110.9187317,93.53148,96.11662292,77.15013,98.12151337,78.71033,94.18253326,75.64499,49.27138138,55.37324905,..,9.731812164,7.03711929,8.156951992,..
Latin America & Caribbean (excluding high income),LAC,2018,YR2018,..,..,..,..,3.698883071,44,..,..,82,2.7,75,..,..,8219.635084,41.82277762,283472584,93.29000854,94.18756104,93.72753143,98.35330963,98.54975128,..,98.52236176,98.29029083,98.40525818,4.09145987,..,1.003999949,..,109.567131,93.80971,108.7773438,93.96438,110.3241272,93.66115,97.78235626,77.29944,99.91943359,78.86107,95.71925354,75.79267,50.22341156,56.41633987,..,9.586803914,6.888565345,8.014083164,..
Latin America & Caribbean (excluding high income),LAC,2019,YR2019,..,..,..,..,..,44,..,..,82,2.6,..,..,..,8293.531593,42.13186297,289253731,93.75498199,94.60984039,94.17028046,98.40370178,98.59822845,..,98.61267853,98.17263031,98.38835144,4.042769909,..,1.003980041,..,109.1470718,..,108.1669769,..,110.0920563,..,97.89002228,..,100.4961166,..,95.39102936,..,51.38636017,58.04642105,..,9.67558315,6.85281997,8.041507246,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,YR2017,..,..,..,..,6.910309392,..,..,..,..,..,..,..,..,8206.432549,41.55152526,297632858,93.1246109,94.08898163,93.59078217,98.28675079,98.47592163,..,98.89753723,98.62917328,98.76174927,4.421764851,..,1.003880024,..,109.1135712,93.72012,108.1413422,93.93952,110.0458527,93.50973,95.94747162,77.28509,98.0072937,78.84201,93.96038055,75.78274,51.94470978,58.75168991,..,9.700873799,7.101527366,8.180731137,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,YR2018,..,..,..,..,6.735049137,..,..,..,..,..,..,..,..,8525.198114,41.76641164,302775904,93.32608795,94.20861053,93.7561264,98.36006927,98.5510025,..,98.35227203,98.10758972,98.22865295,4.254429817,..,1.003880024,..,108.7198181,93.75228,107.9057388,93.90213,109.5002899,93.60831,97.53678894,77.43196,99.71903992,78.98677,95.43013,75.93138,53.03770065,60.00352859,..,9.583882454,6.963065701,8.054835872,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,8621.685607,42.02443088,308100545,93.78604126,94.62689972,94.19448853,98.41049957,98.59957123,..,98.45355988,98.02268219,98.23388672,4.042769909,..,1.00387001,..,108.3255463,..,107.3320313,..,109.2833328,..,97.6877594,..,100.3047333,..,95.1774826,..,54.15715027,61.55638123,..,9.673237654,6.937936575,8.086816665,..
Latvia,LVA,2017,YR2017,..,..,..,..,..,32,..,..,87,3.2,..,..,..,14830,49.89035252,1003671,..,..,..,..,..,23.3,99.00700378,99.59776306,99.31181335,4.370299816,..,..,..,99.36784363,96.30354,99.46598816,96.82776,99.27409363,95.80282,110.7232513,93.79965,110.1625214,94.93903,111.2581787,92.71269,88.05742645,105.0589676,..,7.67,9.75,8.72,..
Latvia,LVA,2018,YR2018,..,..,..,..,..,29,..,..,..,2.7,..,..,..,16520,49.94645862,1000161,99.90640259,99.86837006,99.88931274,99.77999878,99.81999969,22.9,99.19602203,97.64386749,98.3991394,4.245170116,..,1.000800014,..,99.61438751,..,99.86064911,..,99.38002777,..,109.1557007,..,108.5845718,..,109.6991501,..,93.02448273,111.8452072,..,6.42,8.41,7.41,..
Latvia,LVA,2019,YR2019,..,..,..,..,..,26,..,..,..,2.2,..,..,..,17730,50.0132652,983777,..,..,..,..,..,..,98.63890076,97.98906708,98.30753326,..,..,..,..,99.98343658,..,100.0050888,..,99.96283722,..,107.6024628,..,107.5708694,..,107.6325226,..,94.86453247,111.0199509,..,5.43,7.2,6.31,..
Least developed countries: UN classification,LDC,2017,YR2017,51.49462693,22.56666282,39.91000211,..,181.6988268,..,..,..,..,..,..,50.20629476,..,1011.571384,42.64850131,398600655,56.85786819,70.76274872,63.68294144,79.87709808,77.24867249,..,71.3833313,71.91197968,71.64994812,3.454450011,..,0.934140027,..,104.7102737,80.98355,102.0257874,78.69473,107.337471,83.22353,46.06671906,37.93698,44.16859818,36.91462,47.9276619,38.94056,10.07081985,8.345959663,..,4.941713129,4.176973381,4.501280147,..
Least developed countries: UN classification,LDC,2018,YR2018,..,..,..,..,175.0325421,..,..,..,..,..,..,..,..,1065.787925,42.77744591,410147465,57.61592102,71.19537354,64.27587891,79.95664215,77.6322403,..,72.50605011,73.01164246,72.76000977,3.290864944,..,0.941890001,..,105.9277267,80.77344,103.062767,78.44513,108.7305603,83.05122,46.7865715,38.05158,44.92224121,35.80764,48.61400986,40.25338,10.59971046,8.86207962,..,4.80203721,4.093100509,4.396135077,..
Least developed countries: UN classification,LDC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,1113.186282,42.83089755,421024464,58.32479858,71.62528229,64.85780334,80.40154266,78.25923157,..,72.29058838,72.82762146,72.55999756,3.089489937,..,0.94641,..,106.646637,..,103.8952484,..,109.3369293,..,46.55419922,..,44.66735077,..,48.40301895,..,11.23254967,9.455340385,..,4.742175566,4.029501328,4.335072998,..
Lebanon,LBN,2017,YR2017,..,..,..,..,..,10,..,..,87,0.85,84,..,..,7470,24.3848111,2348425,..,..,..,..,..,..,..,..,..,2.132940054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,4.95,6.18,..
Lebanon,LBN,2018,YR2018,..,..,..,..,..,11,..,..,87,0.89,81,..,..,7710,24.45515125,2387681,93.30500793,96.85466003,95.06944275,99.66274261,99.75182343,..,..,..,..,2.524470091,..,1.00177002,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.86,4.88,6.1,..
Lebanon,LBN,2019,YR2019,..,..,..,..,..,13,..,..,87,1,..,..,..,7420,24.45566965,2423712,..,..,..,..,..,..,..,..,..,2.592020035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.77,4.84,6.04,..
Lesotho,LSO,2017,YR2017,..,..,..,..,..,681,..,..,50,46,76,..,..,1190,45.30676047,950644,..,..,..,..,..,49.7,..,..,..,8.156889915,..,..,..,120.8974991,93.31062,117.7633133,93.38934,124.0540771,93.23133,62.01393127,..,71.25647736,..,52.7954483,..,10.76224995,13.33512974,..,28.35,20.64,24.13,..
Lesotho,LSO,2018,YR2018,57.5,..,54.5,39.7,..,659,..,..,51,50,77,..,..,1230,45.34346515,962776,..,..,..,..,..,..,..,..,..,7.285359859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.19626045,12.39754963,..,28.28,20.4,23.98,..
Lesotho,LSO,2019,YR2019,..,..,..,..,..,654,..,..,51,57,..,..,..,1290,45.39074846,974540,..,..,..,..,..,..,..,..,..,7.800149918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.13,20.31,23.86,..
Liberia,LBR,2017,YR2017,..,..,..,..,401.1095601,308,..,1783968,53,57,77,..,..,620,47.39945182,2106229,34.09225845,62.69655991,48.30136108,64.95713043,55.39870071,..,58.04248047,63.06159973,60.59540176,2.76128006,..,0.702600002,..,85.10919189,44.25563,84.71260071,44.40058,85.49154663,44.11589,..,..,..,..,..,..,..,..,..,2.26,3.67,3,..
Liberia,LBR,2018,YR2018,..,..,..,..,361.5039793,308,..,0,53,56,75,..,..,610,47.46939266,2165330,..,..,..,..,..,..,..,..,..,2.584120035,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,3.6,2.94,..
Liberia,LBR,2019,YR2019,..,..,..,..,..,308,..,..,54,56,..,..,..,580,47.52803444,2226993,..,..,..,..,..,..,..,..,..,2.270390034,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.17,3.54,2.89,..
Libya,LBY,2017,YR2017,..,..,..,..,..,40,..,..,52,8.7,59,..,..,5410,34.13026847,2337204,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.97,15.31,18.61,..
Libya,LBY,2018,YR2018,..,..,..,..,..,40,..,..,68,6.2,69,..,..,6800,34.10677629,2380697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.7,15.22,18.46,..
Libya,LBY,2019,YR2019,..,..,..,..,..,59,..,..,56,12,..,..,..,7640,34.09199717,2422944,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.13,15.35,18.34,..
Liechtenstein,LIE,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.7715683,96.31578827,90.43927765,..,..,..,..,104.6997375,..,102.8665924,..,106.3492126,..,117.0943298,85.94145,105.0651169,74.38495,129.0974731,97.47292,35.62192917,27.35507011,..,..,..,..,..
Liechtenstein,LIE,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.1702118,103.6082535,107.3298416,..,..,..,..,106.3297882,..,106.8027191,..,105.9118195,..,112.0101624,..,101.6411438,..,122.2743683,..,38.30027008,27.59090996,..,..,..,..,..
Liechtenstein,LIE,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.4545517,93.59606171,94.45909882,..,..,..,..,103.8300095,..,103.8418121,..,103.8197784,..,119.2096634,..,110.0074692,..,128.0487823,..,41.16584015,29.88402939,..,..,..,..,..
Lithuania,LTU,2017,YR2017,..,..,..,..,..,51,..,..,87,5.6,83,..,..,15270,50.39542346,1469058,..,..,..,..,..,22.9,101.9060287,102.093132,102.0011597,3.812200069,..,..,..,103.8747482,98.17529,103.8601608,..,103.8886719,..,108.4017563,98.42562,106.0408707,98.3545,110.6363907,98.49294,72.41745758,84.0010376,..,5.67,8.5,7.07,..
Lithuania,LTU,2018,YR2018,..,..,..,..,..,44,..,..,87,4.2,87,..,..,17440,50.23096515,1472733,..,..,..,..,..,20.6,104.4646378,104.1148529,104.2855988,3.894959927,..,..,..,104.2653427,..,104.2822037,..,104.2493134,..,108.2379379,..,106.1936264,..,110.1845627,..,73.7303009,85.7025528,..,5.41,6.89,6.15,..
Lithuania,LTU,2019,YR2019,..,..,..,..,..,42,..,..,87,4,..,..,..,19000,50.48135043,1469927,..,..,..,..,..,..,104.3140793,104.2091827,104.2602692,..,..,..,..,102.9923782,..,102.7736282,..,103.1996918,..,108.4455109,..,106.5923767,..,110.213768,..,72.00897217,84.49919891,..,5.5,7.03,6.26,..
Low & middle income,LMY,2017,YR2017,..,..,..,..,59.39749803,159,..,..,62,20,85,..,..,4498.120932,37.71052377,2772913475,79.73571777,88.19338226,83.97683716,92.08898163,90.61985016,..,87.72489929,88.35050964,88.04891968,3.920269966,..,0.967149973,..,104.2036972,88.43887,104.5169907,87.19902,103.9114227,89.59565,71.51676178,63.20392,71.04354858,63.19568,71.95700073,63.21283,32.31753922,33.80509186,..,5.709263135,5.427429993,5.53223729,..
Low & middle income,LMY,2018,YR2018,..,..,..,..,57.82591272,155,..,..,68,19,85,..,..,4799.583496,37.6841835,2804563710,79.83291626,88.16671753,84.00708771,91.89582825,90.53675079,..,87.93092346,88.71408081,88.33605957,3.714299917,..,0.969470024,..,101.5611801,88.60731,100.5097885,87.26031,102.5426636,89.86512,72.2942276,63.29202,71.92598724,63.19792,72.63677216,63.38137,32.90090942,34.60042191,..,5.560002358,5.344671331,5.42547577,..
Low & middle income,LMY,2019,YR2019,..,..,..,..,..,152,..,..,71,18,..,..,..,5036.2042,37.70497179,2839228569,80.20710754,88.36218262,84.29309082,92.02323151,90.75514221,..,88.20327759,88.83450317,88.52954102,3.663199902,..,0.971490026,..,101.7992935,..,100.7774963,..,102.7542191,..,72.52987671,..,72.21549225,..,72.82216644,..,33.86423874,35.87805939,..,5.62454276,5.406368783,5.489659601,..
Low income,LIC,2017,YR2017,..,27.99006934,..,..,204.3796926,193,..,..,63,27,87,52.92265107,..,662.0472253,43.63157725,237825088,52.34896088,68.1158905,60.10514832,75.94207764,72.22251892,..,62.17837143,66.86293793,64.54369354,2.981440067,..,0.901859999,..,101.3304672,80.80115,97.02346039,..,105.5486908,..,39.79029846,33.51031,35.73606873,30.87281,43.77172089,36.10381,9.247179985,7.158120155,..,4.754956295,4.744599297,4.747550696,..
Low income,LIC,2018,YR2018,..,..,..,..,195.5828521,190,..,..,66,24,87,..,..,669.1399991,43.7127444,245021734,52.91326904,68.32656097,60.49671173,75.93370056,72.59011841,..,63.17232895,68.01428986,65.61726379,3.199790001,..,0.911660016,..,102.6969833,..,98.11210632,..,107.1855164,..,39.87289047,33.57867,35.86521149,30.97367,43.80733109,36.1417,9.300559998,7.200779915,..,4.644582968,4.679143435,4.662978184,..
Low income,LIC,2019,YR2019,..,..,..,..,..,187,..,..,68,23,..,..,..,688.1209555,43.79498942,252468654,53.5078392,68.62081146,60.95804977,76.09931183,73.05502319,..,63.58414841,68.39383698,66.01277924,3.213779926,..,0.919369996,..,103.6283112,..,99.14472961,..,108.0157776,..,39.65436935,..,35.5526619,..,43.67972946,..,9.355750084,7.28373003,..,4.606857417,4.616572239,4.613490117,..
Lower middle income,LMC,2017,YR2017,75.94392393,18.8925568,41.57633646,..,45.51217778,215,..,..,58,31,84,..,..,2174.981849,30.96987497,1240996673,68.07827759,81.74749756,75.00414276,90.46309662,88.48954773,..,91.04351044,90.35469055,90.68683624,4.378844976,..,0.95490998,..,106.2260971,86.64486,108.223381,85.46826,104.3555832,87.744,68.28352356,59.56994,68.14602661,59.64078,68.4109726,59.50636,25.0899601,25.4377594,..,5.687784325,5.102335737,5.280807096,..
Lower middle income,LMC,2018,YR2018,..,..,..,..,44.55304019,211,..,..,64,30,84,..,..,2290.694489,30.96210274,1259994887,68.59158325,82.10877228,75.431633,90.73600769,88.96788025,..,90.60778809,90.41648865,90.50834656,3.979744911,..,0.959599972,..,100.7999268,86.9201,100.3623962,85.53799,101.2101135,88.21263,69.36395264,59.91367,69.38461304,59.73422,69.34477997,60.08144,25.48666954,26.09539032,..,5.461872293,5.070216854,5.191101594,..
Lower middle income,LMC,2019,YR2019,..,..,..,..,..,206,..,..,70,29,..,..,..,2360.779835,31.05852282,1283563536,69.28978729,82.48419189,75.96756744,91.06771851,89.43322754,..,90.59520721,90.04427338,90.30983734,3.799200058,..,0.962750018,..,100.4888229,..,100.1224823,..,100.8324966,..,69.54203796,..,69.68744659,..,69.40708923,..,26.12327003,27.08620071,..,5.281423546,4.971143497,5.069079019,..
Luxembourg,LUX,2017,YR2017,..,..,..,..,..,6.2,..,..,87,0.18,0,..,..,66380,45.7197536,293663,..,..,..,..,..,16.7,81.84523773,78.80314636,80.28713989,3.569590092,..,..,..,102.2859497,95.03083,101.9962082,..,102.5641022,..,103.6550522,83.58238,104.7800064,85.22662,102.5903931,82.02628,19.15176964,20.14929962,..,5.5,5.54,5.52,..
Luxembourg,LUX,2018,YR2018,..,..,..,..,..,8,..,..,87,0.18,..,..,..,70840,45.91504078,302757,..,..,..,..,..,17.5,78.53385925,80.71225739,79.64601898,3.666260004,..,..,..,103.2763367,..,101.9853287,..,104.5196228,..,104.3004837,..,105.3623276,..,103.2965698,..,18.59046936,19.96397972,..,5.88,5.33,5.59,..
Luxembourg,LUX,2019,YR2019,..,..,..,..,..,9,..,..,87,0.18,..,..,..,73830,45.20680053,313152,..,..,..,..,..,..,84.61791229,79.89853668,82.21827698,..,..,..,..,104.6544571,..,103.9762497,..,105.308197,..,104.6953888,..,104.5306625,..,104.8513412,..,18.43000031,19.85625076,..,5.53,5.65,5.6,..
"Macao SAR, China",MAC,2017,YR2017,..,..,..,..,..,70,..,..,87,5.8,82,..,..,69980,48.64840685,380033,..,..,..,..,..,..,102.1795502,99.80648041,100.9514313,2.705579996,..,..,..,101.4302521,96.78639,100.8049011,96.92808,102.0144882,96.65402,99.99272156,84.38217,100.1129074,86.30034,99.88020325,82.58633,84.70850372,96.1688385,..,1.59,2.39,2,..
"Macao SAR, China",MAC,2018,YR2018,..,..,..,..,..,60,..,..,87,4.8,83,..,..,76510,48.4386033,383791,..,..,..,..,..,..,102.823761,99.45529175,101.0805664,2.727880001,..,..,..,100.4093704,96.39553,100.0688477,96.39243,100.7280502,96.39843,101.0366364,86.42111,100.9029465,88.4108,101.16185,84.55769,90.65709686,104.4609909,..,1.29,2.28,1.8,..
"Macao SAR, China",MAC,2019,YR2019,..,..,..,..,..,65,..,..,87,5.3,..,..,..,75610,48.2534603,384360,..,..,..,..,..,..,104.8668518,102.8706131,103.8342209,3.061460018,..,..,..,101.34272,..,100.283287,..,102.335968,..,101.0366898,..,100.9793701,..,101.0903931,..,100.084671,115.8118362,..,1.29,2.08,1.7,..
Madagascar,MDG,2017,YR2017,..,..,..,..,75.66505026,233,..,935229,53,50,84,..,..,470,48.85762001,13009244,..,..,..,..,..,..,69.63961792,64.40235138,67.00713348,2.836420059,..,..,..,..,..,..,..,..,..,36.90052032,29.12022,37.12337875,30.28809,36.67845917,27.95657,5.284530163,5.096469879,..,1.75,1.7,1.73,..
Madagascar,MDG,2018,YR2018,40.4,..,41.2,18.7,82.39677899,233,14.9,1081128,55,48,83,62.3,..,500,48.89712214,13408239,75.07057953,78.37828064,76.67967987,80.57805634,79.8511734,..,68.07849121,62.88983917,65.46877289,2.874520063,..,0.982659996,..,142.5342865,95.60378,143.0571442,..,142.019455,..,36.52693176,29.84739,37.06354904,31.03119,35.99303055,28.66958,5.350490093,5.214149952,..,1.71,1.67,1.69,..
Madagascar,MDG,2019,YR2019,..,..,..,..,..,233,..,..,59,44,..,..,..,510,48.93001352,13818212,..,..,..,..,..,..,65.77728271,60.80912018,63.27682114,2.944900036,..,..,..,134.0614624,..,135.2168274,..,132.925415,..,34.59550095,..,35.24391174,..,33.95129013,..,..,..,..,1.7,1.63,1.67,..
Malawi,MWI,2017,YR2017,..,29.4,..,..,216.2636254,162,41.1,4901344,58,16,86,67.5,25.6,370,48.71371142,7562261,..,..,..,..,..,..,..,..,..,4.031330109,..,..,..,145.4888763,..,147.7620544,..,143.2373505,..,39.89202881,..,38.62068939,..,41.16392136,..,..,..,..,6.68,4.78,5.7,..
Malawi,MWI,2018,YR2018,..,..,..,..,213.6402506,153,..,5830741,56,16,88,..,..,430,48.81335476,7798329,..,..,..,..,..,..,..,..,..,3.381939888,..,..,..,142.4578247,..,143.0986176,..,141.8240051,..,40.28176117,34.23885,39.91857147,34.76096,40.64471054,33.7171,..,..,..,6.54,4.75,5.62,..
Malawi,MWI,2019,YR2019,..,..,..,..,..,146,..,..,62,14,..,..,..,550,48.94376291,8040477,..,..,..,..,..,..,85.02787018,75.7053833,80.34858704,3.711319923,..,..,..,144.8109894,..,146.9577637,..,142.6907959,..,37.08491135,..,33.64757156,..,40.51564026,..,..,..,..,6.48,4.69,5.56,..
Malaysia,MYS,2017,YR2017,..,..,..,..,0.06831776,94,..,85,87,3.9,81,..,..,9950,38.43642057,15154996,93.55406952,96.49912262,95.08264923,97.12167358,97.27256012,..,101.0856476,97.98916626,99.49160004,4.675310135,..,1.003250003,..,105.2916031,99.64564,106.0063782,..,104.616539,..,85.44908142,74.39817,87.95166779,77.62036,83.09590912,71.36837,43.71517944,47.06639099,..,3.85,3.14,3.41,..
Malaysia,MYS,2018,YR2018,..,..,..,..,0,92,..,0,87,3.9,79,..,..,10650,38.53590443,15523126,93.50482941,96.12304688,94.85440826,96.69582367,96.85032654,5.6,100.7078171,98.09445953,99.36345673,4.479599953,..,1.003329992,..,104.935997,..,105.7462082,..,104.1708298,..,81.99226379,72.21113,85.41413116,75.42821,78.7751236,69.18652,45.1253891,49.85466003,..,3.63,3.09,3.3,..
Malaysia,MYS,2019,YR2019,..,..,..,..,..,92,..,..,87,3.8,..,..,..,11230,38.55332673,15780716,93.64668274,96.21800232,94.97113037,96.59851074,96.77839661,8.4,101.9020767,99.48098755,100.6573563,4.16339016,..,1.003890038,..,104.3825226,..,104.8684235,..,103.9238968,..,83.74816132,..,86.99333954,..,80.69579315,..,43.06161118,48.74293137,..,3.64,3.1,3.31,..
Maldives,MDV,2017,YR2017,..,..,73,74.8,..,34,..,..,80,2.4,68,..,44.3,8600,22.27383845,270802,..,..,..,..,..,..,92.34973145,102.3740005,97.35546112,3.887470007,..,..,..,97.10980225,95.4151,98.07930756,96.40703,96.20404816,94.48842,..,..,..,..,..,..,31.22359085,59.77832031,..,5.41,6.17,6,..
Maldives,MDV,2018,YR2018,..,..,..,..,..,33,..,..,80,2.2,64,..,..,9210,21.11237151,285624,..,..,..,..,..,..,93.70510101,92.6534729,93.17411804,3.912489891,..,..,..,96.59713745,..,98.39517212,..,94.95162964,..,85.27813721,..,85.84500122,..,84.75697327,..,..,..,..,5.31,6.05,5.9,..
Maldives,MDV,2019,YR2019,..,..,..,..,..,36,..,..,80,2.1,..,..,..,9670,20.1546899,297757,..,..,..,..,..,..,93.09570313,90.32063293,91.66667175,4.121590137,..,..,..,98.03816223,..,99.34156036,..,96.85189056,..,81.32687378,..,78.4045105,..,84.26983643,..,34.12194061,66.51064301,..,5.22,5.97,5.82,..
Mali,MLI,2017,YR2017,..,..,..,..,386.7775536,55,..,2097797,63,8.6,78,..,..,770,42.13240978,6729926,..,..,..,..,..,44.9,47.1409111,52.01531982,49.61439133,3.789769888,..,..,..,80.17077637,61.27746,75.63831329,57.72537,84.56083679,64.71794,41.52313995,29.34611,37.07136154,26.13803,45.8613205,32.47233,..,..,..,8.4,6.7,7.41,..
Mali,MLI,2018,YR2018,70.9,18.7,34.2,21.4,386.7775323,53,28.3,2345475,68,7.7,80,79.1,17.4,830,42.17369563,6949225,25.73516083,46.18413925,35.47377014,57.83325958,50.13470078,43.8,..,..,..,3.882529974,..,0.750400007,..,75.6006012,58.94142,71.60266876,55.75683,79.47065735,62.02415,41.0272789,29.92706,36.99536896,26.81248,44.95349121,32.95999,..,..,..,8.25,6.63,7.31,..
Mali,MLI,2019,YR2019,..,..,..,..,..,52,..,..,67,7.6,..,..,..,870,42.23187193,7179722,..,..,..,..,..,42.3,..,..,..,3.438679934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.2,6.53,7.24,..
Malta,MLT,2017,YR2017,..,..,..,..,..,11,..,..,87,0.72,..,..,..,24140,40.07094895,223541,..,..,..,..,..,16.8,99.58548737,104.1443176,101.9341888,4.651629925,..,..,..,104.9983673,99.53764,105.103508,..,104.90065,..,104.7541199,92.96077,104.6697006,94.47046,104.8343201,91.52666,54.25991821,63.17398071,..,4.25,3.83,4,..
